match_id,date,team,opponent,side,source,goals,conceded,possession,shots,sot,passes,pass_acc,big_chances,big_missed,saves,fouls,duels_won,xg,corners
2018_06_30_Uruguay_vs_Portugal,2018-06-30,Uruguay,Portugal,home,whoscored,2,1,33,6,4,295,65,1,0,11,13,45,,
2018_06_30_Uruguay_vs_Portugal,2018-06-30,Portugal,Uruguay,away,whoscored,1,2,67,20,12,593,84,2,1,2,13,55,,
2018_07_01_Croatia_vs_Denmark,2018-07-01,Croatia,Denmark,home,fotmob,1,1,54,20,6,590,81,3,2,2,5,53,,5
2018_07_01_Croatia_vs_Denmark,2018-07-01,Denmark,Croatia,away,fotmob,1,1,46,14,3,522,79,1,1,5,19,47,,4
2018_07_01_Croatia_vs_Denmark,2018-07-01,Croatia,Denmark,home,whoscored,1,1,53,20,13,661,78,3,2,4,5,45,,
2018_07_01_Croatia_vs_Denmark,2018-07-01,Denmark,Croatia,away,whoscored,1,1,47,14,5,578,76,1,1,12,19,55,,
2018_07_01_Spain_vs_Russia,2018-07-01,Spain,Russia,home,fotmob,1,1,79,24,9,1093,91,1,1,0,5,53,,6
2018_07_01_Spain_vs_Russia,2018-07-01,Russia,Spain,away,fotmob,1,1,21,8,1,277,66,1,0,9,19,47,,5
2018_07_01_Spain_vs_Russia,2018-07-01,Spain,Russia,home,whoscored,1,1,78,24,17,1160,90,1,1,1,5,49,,
2018_07_01_Spain_vs_Russia,2018-07-01,Russia,Spain,away,whoscored,1,1,22,9,4,321,66,1,0,17,19,51,,
2018_07_02_Belgium_vs_Japan,2018-07-02,Belgium,Japan,home,fotmob,3,2,57,24,8,590,87,5,3,3,13,51,,10
2018_07_02_Belgium_vs_Japan,2018-07-02,Japan,Belgium,away,fotmob,2,3,43,11,4,448,82,2,2,5,9,49,,6
2018_07_02_Belgium_vs_Japan,2018-07-02,Belgium,Japan,home,whoscored,3,2,58,24,15,651,86,5,3,5,13,58,,
2018_07_02_Belgium_vs_Japan,2018-07-02,Japan,Belgium,away,whoscored,2,3,42,11,6,473,80,2,2,12,9,42,,
2018_07_02_Brazil_vs_Mexico,2018-07-02,Brazil,Mexico,home,fotmob,2,0,48,22,10,366,84,3,1,1,6,57,,8
2018_07_02_Brazil_vs_Mexico,2018-07-02,Mexico,Brazil,away,fotmob,0,2,52,14,1,397,86,0,0,8,17,43,,7
2018_07_02_Brazil_vs_Mexico,2018-07-02,Brazil,Mexico,home,whoscored,2,0,48,22,14,410,81,3,1,9,6,51,,
2018_07_02_Brazil_vs_Mexico,2018-07-02,Mexico,Brazil,away,whoscored,0,2,52,14,9,443,82,0,0,12,17,49,,
2018_07_03_Colombia_vs_England,2018-07-03,Colombia,England,home,fotmob,1,1,48,14,4,513,79,0,0,0,23,41,,2
2018_07_03_Colombia_vs_England,2018-07-03,England,Colombia,away,fotmob,1,1,52,15,1,552,82,4,3,3,13,59,,7
2018_07_03_Colombia_vs_England,2018-07-03,Colombia,England,home,whoscored,1,1,48,14,7,559,77,0,0,5,23,41,,
2018_07_03_Colombia_vs_England,2018-07-03,England,Colombia,away,whoscored,1,1,52,15,6,600,80,4,3,5,13,59,,
2018_07_03_Sweden_vs_Switzerland,2018-07-03,Sweden,Switzerland,home,fotmob,1,0,32,12,3,264,70,3,3,4,11,54,,3
2018_07_03_Sweden_vs_Switzerland,2018-07-03,Switzerland,Sweden,away,fotmob,0,1,68,18,4,556,87,0,0,2,13,46,,11
2018_07_03_Sweden_vs_Switzerland,2018-07-03,Sweden,Switzerland,home,whoscored,1,0,33,12,6,299,69,3,3,14,11,56,,
2018_07_03_Sweden_vs_Switzerland,2018-07-03,Switzerland,Sweden,away,whoscored,0,1,67,18,14,619,83,0,0,5,13,44,,
2018_07_06_Brazil_vs_Belgium,2018-07-06,Brazil,Belgium,home,fotmob,1,2,60,26,9,511,91,6,5,2,14,45,,8
2018_07_06_Brazil_vs_Belgium,2018-07-06,Belgium,Brazil,away,fotmob,2,1,40,8,3,356,82,0,0,9,16,55,,4
2018_07_06_Brazil_vs_Belgium,2018-07-06,Brazil,Belgium,home,whoscored,1,2,59,27,20,557,87,6,5,4,14,43,,
2018_07_06_Brazil_vs_Belgium,2018-07-06,Belgium,Brazil,away,whoscored,2,1,41,8,5,385,82,0,0,19,16,57,,
2018_07_06_Uruguay_vs_France,2018-07-06,Uruguay,France,home,fotmob,0,2,39,11,4,305,64,1,1,0,17,45,,4
2018_07_06_Uruguay_vs_France,2018-07-06,France,Uruguay,away,fotmob,2,0,61,10,2,501,81,1,1,4,15,55,,3
2018_07_06_Uruguay_vs_France,2018-07-06,Uruguay,France,home,whoscored,0,2,40,11,5,364,61,1,1,1,17,44,,
2018_07_06_Uruguay_vs_France,2018-07-06,France,Uruguay,away,whoscored,2,0,60,10,3,549,80,1,1,5,15,56,,
2018_07_07_Russia_vs_Croatia,2018-07-07,Russia,Croatia,home,fotmob,2,2,36,13,6,392,66,1,0,1,25,45,,6
2018_07_07_Russia_vs_Croatia,2018-07-07,Croatia,Russia,away,fotmob,2,2,64,18,3,711,81,2,1,4,18,55,,8
2018_07_07_Russia_vs_Croatia,2018-07-07,Russia,Croatia,home,whoscored,2,2,36,13,9,439,64,1,0,6,25,44,,
2018_07_07_Russia_vs_Croatia,2018-07-07,Croatia,Russia,away,whoscored,2,2,64,18,8,790,78,2,1,7,18,56,,
2018_07_07_Sweden_vs_England,2018-07-07,Sweden,England,home,fotmob,0,2,42,7,3,355,72,1,1,0,10,49,,1
2018_07_07_Sweden_vs_England,2018-07-07,England,Sweden,away,fotmob,2,0,58,12,2,483,81,1,0,3,7,51,,6
2018_07_07_Sweden_vs_England,2018-07-07,Sweden,England,home,whoscored,0,2,43,7,4,402,71,1,1,6,10,48,,
2018_07_07_Sweden_vs_England,2018-07-07,England,Sweden,away,whoscored,2,0,57,12,8,538,78,1,0,4,7,52,,
2018_07_10_France_vs_Belgium,2018-07-10,France,Belgium,home,fotmob,1,0,36,20,5,332,86,5,4,3,6,60,,4
2018_07_10_France_vs_Belgium,2018-07-10,Belgium,France,away,fotmob,0,1,64,9,3,587,92,0,0,4,16,40,,5
2018_07_10_France_vs_Belgium,2018-07-10,France,Belgium,home,whoscored,1,0,36,20,11,356,85,5,4,4,6,53,,
2018_07_10_France_vs_Belgium,2018-07-10,Belgium,France,away,whoscored,0,1,64,9,4,638,88,0,0,10,16,47,,
2018_07_11_Croatia_vs_England,2018-07-11,Croatia,England,home,fotmob,4,2,55,24,7,569,80,3,2,0,23,40,,8
2018_07_11_Croatia_vs_England,2018-07-11,England,Croatia,away,fotmob,2,4,45,11,2,485,77,0,0,5,14,60,,4
2018_07_11_Croatia_vs_England,2018-07-11,Croatia,England,home,whoscored,4,2,52,22,16,508,85,7,5,5,10,47,,
2018_07_11_Croatia_vs_England,2018-07-11,England,Croatia,away,whoscored,2,4,48,10,7,478,84,2,1,13,12,53,,
2018_07_14_Belgium_vs_England,2018-07-14,Belgium,England,home,fotmob,2,0,42,12,4,479,88,2,0,5,11,41,,4
2018_07_14_Belgium_vs_England,2018-07-14,England,Belgium,away,fotmob,0,2,58,15,6,657,92,1,1,2,4,59,,5
2018_07_14_Belgium_vs_England,2018-07-14,Belgium,England,home,whoscored,2,0,42,12,9,513,87,2,0,8,11,46,,
2018_07_14_Belgium_vs_England,2018-07-14,England,Belgium,away,whoscored,0,2,58,15,8,699,90,1,1,7,4,54,,
2018_07_15_France_vs_Croatia,2018-07-15,France,Croatia,home,fotmob,4,2,34,8,6,270,71,3,2,1,13,50,,2
2018_07_15_France_vs_Croatia,2018-07-15,Croatia,France,away,fotmob,2,4,66,14,3,509,85,1,0,3,13,50,,6
2018_07_15_France_vs_Croatia,2018-07-15,France,Croatia,home,whoscored,4,2,34,8,8,300,72,2,1,2,13,51,,
2018_07_15_France_vs_Croatia,2018-07-15,Croatia,France,away,whoscored,2,4,66,15,6,571,82,1,0,5,13,49,,
